192.168.248.216 bot - "2018-02-01 04:40:50" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/index 200 "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
192.168.248.221 - - "2018-02-01 04:41:27" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/67 200 "AddThis.com (http://support.addthis.com/)"
192.168.248.216 - - "2018-02-01 08:20:51" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/56 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.216 - - "2018-02-01 08:21:10" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/download/56/7/238-1 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.216 - - "2018-02-01 12:02:11" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.216 - - "2018-02-01 12:02:33" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/36 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.216 - - "2018-02-01 12:03:28" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog 200 "WhatsApp/2.18.29 A"
192.168.248.216 - - "2018-02-01 12:07:44" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/36 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 administrative 2 "2018-02-01 12:08:15" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/85 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 administrative 2 "2018-02-01 12:08:39" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/85 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 administrative 2 "2018-02-01 12:12:45" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/85 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 - - "2018-02-01 12:12:50" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog 200 "Mozilla/5.0 (compatible; Yahoo Link Preview; https://help.yahoo.com/kb/mail/yahoo-link-preview-SLN23615.html)"
192.168.248.216 - - "2018-02-01 12:14:02" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/64 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 - - "2018-02-01 12:20:03" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/100 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 - - "2018-02-01 12:20:03" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/100 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 - - "2018-02-01 12:20:23" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/download/100/63/665-1 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 - - "2018-02-01 12:21:15" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/100 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.216 - - "2018-02-01 12:21:53" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/56 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.216 - - "2018-02-01 12:22:09" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/download/56/7/238-1 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 administrative 2 "2018-02-01 12:25:42" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/85 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 administrative 2 "2018-02-01 12:25:55" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.221 administrative 2 "2018-02-01 12:26:56" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/84 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.216 - - "2018-02-01 12:53:26" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/65 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
192.168.248.216 - - "2018-02-01 12:54:14" http://revistas.univalle.edu.co/omp/index.php/programaeditorial/catalog/book/65 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
